,ID,Recency,Frequency,Purchase,Enrollment,Income,Cluster
93,11178,69,64.5,32,258,42394.0,Sleeping
94,2230,84,28.0,43,196,23626.0,Small Need Attention
95,7516,30,39.6,45,198,30096.0,Small Stars
96,7247,72,43.76470588235294,606,744,47916.0,Small Need Attention
97,11100,37,79.4,63,397,51813.0,Small Potential
98,4646,44,28.875,978,693,78497.0,Big Stars
99,3037,32,38.142857142857146,410,534,50150.0,Small Stars
100,1473,0,100.2,72,501,47823.0,Small Potential
101,1016,43,50.2,55,251,34554.0,Small Potential
102,4518,59,23.8,1169,595,85693.0,Big Need Attention
103,9370,68,37.86666666666667,1120,568,65846.0,Big Need Attention
104,8908,35,6.473684210526316,1097,123,87195.0,Big Stars
105,8373,94,105.0,29,420,24594.0,Sleeping
106,7533,15,48.666666666666664,187,438,49096.0,Small Stars
107,2683,56,30.545454545454547,910,672,52413.0,Big Need Attention
108,3629,17,102.42857142857143,145,717,38557.0,Small Potential
109,10991,18,67.46153846153847,850,877,89058.0,Small Potential
110,5077,46,28.82608695652174,969,663,77298.0,Big Stars
111,7431,40,49.125,1820,786,68126.0,Big Stars
112,3267,27,9.647058823529411,608,164,57288.0,Small Stars
113,999,95,28.041666666666668,730,673,86037.0,Small Need Attention
114,9215,19,45.25,551,724,43974.0,Small Stars
115,2286,27,70.5,114,423,50785.0,Small Potential
116,1592,25,21.066666666666666,1724,316,90765.0,Big Stars
117,367,74,43.666666666666664,577,655,36550.0,Small Need Attention
118,5234,85,78.8,81,394,30753.0,Sleeping
119,9862,37,77.4,33,387,21918.0,Small Potential
120,9805,65,29.666666666666668,660,534,56129.0,Small Need Attention
121,6205,13,47.5,80,285,32557.0,Small Stars
124,7215,69,13.62962962962963,1135,368,101970.0,Big Need Attention
125,1491,87,46.857142857142854,559,656,71488.0,Small Need Attention
126,11071,37,39.6,1923,594,79607.0,Big Stars
127,3381,51,20.333333333333332,90,122,54348.0,Small Need Attention
129,11051,72,3.263157894736842,661,62,77376.0,Small Need Attention
130,8026,10,30.857142857142858,463,432,62998.0,Small Stars
131,433,42,23.833333333333332,632,429,61331.0,Small Stars
132,9597,10,3.611111111111111,725,65,73448.0,Small Stars
134,5290,51,43.54545454545455,279,479,41551.0,Small Need Attention
135,1685,21,28.59090909090909,1482,629,62981.0,Big Stars
137,9579,61,86.16666666666667,106,517,33762.0,Sleeping
138,7660,37,50.25,49,201,35860.0,Small Potential
139,1461,74,99.2,38,496,36921.0,Sleeping
140,821,46,37.04761904761905,2077,778,92859.0,Big Stars
141,11084,4,25.8,1053,387,65104.0,Big Stars
142,8690,73,27.09090909090909,1385,596,86111.0,Big Need Attention
143,2937,47,21.136363636363637,871,465,68352.0,Big Stars
144,9701,13,69.66666666666667,312,627,41883.0,Small Potential
145,9949,36,64.91666666666667,877,779,59809.0,Small Potential
148,5885,94,92.88888888888889,211,836,35688.0,Sleeping
149,4050,65,24.0,127,168,49605.0,Small Need Attention
150,3830,59,15.066666666666666,459,226,59354.0,Small Need Attention
151,7987,96,10.4,460,156,65747.0,Small Need Attention
152,7798,28,55.53846153846154,429,722,46344.0,Small Potential
153,92,12,0.14285714285714285,89,1,34176.0,Small Stars
154,7055,57,34.041666666666664,1021,817,61010.0,Big Need Attention
155,10240,10,32.75,1381,655,69372.0,Big Stars
156,3025,4,40.5,306,486,49967.0,Small Stars
157,9283,49,120.66666666666667,18,362,60199.0,Sleeping
158,9970,3,51.875,162,415,55375.0,Small Stars
159,2730,64,27.823529411764707,1231,473,80317.0,Big Need Attention
161,9260,20,37.56,1706,939,70356.0,Big Stars
162,8182,91,31.285714285714285,121,219,23228.0,Small Need Attention
163,10095,9,36.8421052631579,1293,700,74165.0,Big Stars
164,8475,98,15.318181818181818,1608,337,157243.0,Big Need Attention
165,4370,83,64.66666666666667,88,388,43482.0,Sleeping
166,10573,27,22.529411764705884,421,383,62551.0,Small Stars
167,3712,63,42.27272727272727,259,465,52332.0,Small Need Attention
168,6637,46,47.357142857142854,1117,663,66951.0,Big Stars
169,3152,84,47.333333333333336,89,284,26091.0,Small Need Attention
170,5610,58,57.25,36,229,33456.0,Sleeping
171,6460,78,102.2,57,511,28718.0,Sleeping
172,1349,4,32.714285714285715,148,229,50447.0,Small Stars
173,1880,17,51.666666666666664,93,310,53537.0,Small Potential
174,641,77,41.0,119,246,52074.0,Small Need Attention
175,8717,56,26.925925925925927,1835,727,80427.0,Big Need Attention
176,10314,79,30.0,1318,720,83837.0,Big Need Attention
177,10854,90,39.4,45,197,38853.0,Small Need Attention
178,10492,96,55.0,10,165,38285.0,Small Need Attention
179,6935,44,28.875,978,693,78497.0,Big Stars
180,7698,81,3.4444444444444446,191,31,51650.0,Small Need Attention
181,3559,77,10.333333333333334,57,62,16248.0,Small Need Attention
182,10562,21,18.869565217391305,1033,434,66835.0,Big Stars
183,10796,16,63.6,66,318,30477.0,Small Potential
184,2563,80,34.8,43,174,28249.0,Small Need Attention
186,5823,63,25.0,39,125,32303.0,Small Need Attention
187,3934,34,41.625,608,666,61286.0,Small Stars
188,6982,14,27.26086956521739,1581,627,74068.0,Big Stars
191,5602,98,21.037037037037038,1282,568,66973.0,Big Need Attention
193,1324,93,92.5,91,555,38872.0,Sleeping
194,326,38,54.666666666666664,315,656,51148.0,Small Potential
195,7224,24,85.5,31,342,31353.0,Small Potential
196,6999,80,9.409090909090908,834,207,69661.0,Big Need Attention
197,9938,82,27.6875,1600,443,80067.0,Big Need Attention
198,6422,20,43.0,1270,688,86718.0,Big Stars
199,3182,81,27.77777777777778,263,250,46854.0,Small Need Attention
200,7300,50,10.0,535,160,69142.0,Small Need Attention
201,10424,60,26.470588235294116,1295,450,75922.0,Big Need Attention
202,8727,63,16.076923076923077,1150,418,63693.0,Big Need Attention
203,2798,54,39.57692307692308,1240,1029,102160.0,Big Need Attention
204,1030,72,126.75,38,507,40637.0,Sleeping
206,5176,88,120.25,53,481,29604.0,Sleeping
207,5552,50,52.0,293,572,48721.0,Small Potential
208,868,99,24.4,65,122,44794.0,Small Need Attention
209,380,17,32.833333333333336,1804,788,64497.0,Big Stars
210,2677,11,61.5,241,615,46097.0,Small Potential
211,6521,18,13.842105263157896,1101,263,77972.0,Big Stars
212,6927,70,85.45454545454545,264,940,44377.0,Sleeping
213,2877,21,42.75,541,684,46014.0,Small Stars
214,0,66,38.125,1198,610,70951.0,Big Need Attention
215,1584,79,24.0,482,336,41443.0,Small Need Attention
216,7264,2,0.3333333333333333,17,1,52195.0,Small Stars
217,6274,81,16.083333333333332,1615,386,83790.0,Big Need Attention
218,1377,24,46.2,285,462,44551.0,Small Stars
219,454,48,28.923076923076923,1135,752,69508.0,Big Stars
220,1755,93,5.333333333333333,114,32,45204.0,Small Need Attention
221,2075,56,25.8,1047,387,72460.0,Big Need Attention
222,4785,3,11.8,714,236,77622.0,Small Stars
223,9076,44,64.88888888888889,185,584,30732.0,Small Potential
224,7079,38,31.444444444444443,1245,849,63887.0,Big Stars
225,4653,46,77.5,189,620,42011.0,Small Potential
226,7375,84,55.142857142857146,576,772,51369.0,Sleeping
227,709,27,54.333333333333336,1103,815,51537.0,Big Stars
228,460,72,53.125,1753,850,79930.0,Big Need Attention
229,3726,66,97.66666666666667,17,293,34320.0,Sleeping
230,6798,30,44.714285714285715,433,626,37070.0,Small Stars
231,5341,2,44.92307692307692,1588,584,81975.0,Big Stars
233,9617,37,58.5,19,234,15033.0,Small Potential
234,3233,89,23.96153846153846,1117,623,62745.0,Big Need Attention
235,89,49,75.0,69,450,22212.0,Small Potential
237,9449,32,33.611111111111114,605,605,79761.0,Small Stars
238,7297,54,49.285714285714285,57,345,7500.0,Sleeping
240,313,98,19.238095238095237,2088,404,73455.0,Big Need Attention
241,9940,97,50.92857142857143,1009,713,64961.0,Big Need Attention
242,10735,75,123.25,26,493,22804.0,Sleeping
243,9529,8,17.761904761904763,1627,373,73687.0,Big Stars
244,6439,37,35.041666666666664,1102,841,61074.0,Big Stars
245,7411,31,53.5,17,214,31686.0,Small Potential
246,2176,40,40.357142857142854,1690,565,80134.0,Big Stars
247,9265,74,24.263157894736842,1390,461,75027.0,Big Need Attention
248,8867,90,43.526315789473685,2126,827,67546.0,Big Need Attention
249,8932,57,36.57142857142857,1531,768,65176.0,Big Need Attention
250,10236,59,89.2,64,446,31160.0,Sleeping
251,6340,52,101.25,26,405,29938.0,Sleeping
252,10089,5,20.75,1112,581,102692.0,Big Stars
253,2227,92,89.44444444444444,210,805,26490.0,Sleeping
254,10992,77,39.476190476190474,1148,829,75702.0,Big Need Attention
256,309,48,48.8125,1101,781,63342.0,Big Stars
257,3406,97,64.58333333333333,322,775,45989.0,Sleeping
258,2661,95,101.5,44,609,18701.0,Sleeping
261,1184,46,25.59090909090909,845,563,69674.0,Big Stars
262,4200,85,15.636363636363637,275,172,44159.0,Small Need Attention
264,2387,9,58.54545454545455,275,644,43776.0,Small Potential
265,6690,30,90.28571428571429,90,632,38179.0,Small Potential
266,1225,47,9.055555555555555,1495,163,80124.0,Big Stars
267,9703,70,111.71428571428571,184,782,38097.0,Sleeping
268,291,13,44.583333333333336,981,535,72940.0,Big Stars
269,4557,11,100.83333333333333,67,605,22070.0,Small Potential
270,2379,31,67.08333333333333,1635,805,69267.0,Big Stars
271,5726,15,37.285714285714285,60,261,31788.0,Small Stars
272,3066,2,24.8,231,248,61905.0,Small Stars
273,6336,55,30.833333333333332,48,185,29315.0,Small Need Attention
274,10967,38,92.0,99,552,33378.0,Small Potential
275,2304,86,21.238095238095237,770,446,66313.0,Small Need Attention
276,3445,56,32.76190476190476,957,688,60714.0,Big Need Attention
277,7828,29,20.0,818,220,77882.0,Big Stars
278,3762,30,41.875,925,670,69867.0,Big Stars
279,4391,64,28.285714285714285,908,594,63841.0,Big Need Attention
280,4669,46,57.0,102,399,24480.0,Small Potential
281,10144,84,55.142857142857146,576,772,51369.0,Sleeping
282,8652,20,75.18181818181819,317,827,37760.0,Small Potential
283,1672,74,24.071428571428573,461,337,65640.0,Small Need Attention
284,8962,18,46.6,37,233,44319.0,Small Stars
285,9974,75,60.666666666666664,70,364,30631.0,Sleeping
286,10983,17,30.727272727272727,930,676,75278.0,Big Stars
287,8148,88,24.6,859,492,50898.0,Big Need Attention
288,10102,19,0.047619047619047616,1478,1,79946.0,Big Stars
289,4697,62,41.61538461538461,390,541,35416.0,Small Need Attention
291,7254,74,49.142857142857146,137,344,38361.0,Small Need Attention
292,4543,32,42.55555555555556,1919,766,82497.0,Big Stars
293,4927,76,54.166666666666664,68,325,16626.0,Sleeping
294,10451,6,122.66666666666667,25,368,29672.0,Small Potential
295,2926,62,41.75,1374,835,55951.0,Big Need Attention
297,9738,43,115.33333333333333,100,692,42386.0,Small Potential
298,7119,45,33.63636363636363,825,370,68627.0,Big Stars
299,3924,34,11.478260869565217,916,264,57912.0,Big Stars
300,5827,53,33.42857142857143,62,234,35246.0,Small Need Attention
301,5596,44,18.05,728,361,58821.0,Big Stars
302,10812,89,56.166666666666664,90,337,46377.0,Sleeping
303,1717,43,23.7,273,237,39747.0,Small Stars
304,9491,68,49.142857142857146,66,344,23976.0,Small Need Attention
305,9274,44,28.09090909090909,1213,618,80950.0,Big Stars
307,6963,85,12.764705882352942,1157,217,77457.0,Big Need Attention
308,4440,93,24.88235294117647,546,423,64100.0,Small Need Attention
309,1379,12,58.8,241,588,42670.0,Small Potential
310,10032,86,46.0,53,322,12571.0,Small Need Attention
311,2826,28,80.8,37,404,22574.0,Small Potential
313,6320,42,25.09090909090909,1508,552,70893.0,Big Stars
314,3050,13,35.4,235,354,54198.0,Small Stars
315,231,86,6.6,32,33,28839.0,Small Need Attention
316,2392,59,82.5,102,495,40321.0,Sleeping
317,9478,30,64.92307692307692,401,844,66503.0,Small Potential
318,113,33,127.0,28,508,30833.0,Small Potential
320,1802,23,38.22222222222222,680,688,64795.0,Small Stars
322,8275,6,31.666666666666668,20,95,47025.0,Small Stars
323,9750,41,29.0,1307,522,64325.0,Big Stars
324,2607,78,22.22222222222222,630,400,40464.0,Small Need Attention
325,7214,49,34.0,1283,578,62187.0,Big Stars
326,5835,39,111.16666666666667,65,667,14849.0,Small Potential
327,3896,3,128.25,37,513,27255.0,Small Potential
328,10350,37,114.25,38,457,54432.0,Small Potential
329,7786,22,82.625,160,661,29999.0,Small Potential
331,663,46,78.4,71,392,33996.0,Small Potential
332,10675,82,37.76470588235294,1161,642,66334.0,Big Need Attention
333,2521,10,107.75,59,431,35178.0,Small Potential
334,9592,51,104.8,33,524,22010.0,Sleeping
335,10151,38,34.61904761904762,946,727,62204.0,Big Stars
336,7381,10,43.19047619047619,1442,907,75693.0,Big Stars
338,9560,18,30.61904761904762,1674,643,83003.0,Big Stars
340,10172,95,39.45,1538,789,68655.0,Big Need Attention
341,11191,11,73.14285714285714,139,512,41411.0,Small Potential
342,9707,65,43.705882352941174,1182,743,55212.0,Big Need Attention
343,6245,71,33.8125,507,541,59292.0,Small Need Attention
345,1411,58,28.066666666666666,940,421,82623.0,Big Need Attention
347,1826,0,12.357142857142858,1190,173,84835.0,Big Stars
349,11030,90,93.33333333333333,16,280,33181.0,Sleeping
350,2579,95,16.09090909090909,835,354,71113.0,Big Need Attention
351,175,93,21.55,1443,431,71952.0,Big Need Attention
352,9185,38,26.933333333333334,1029,404,69759.0,Big Stars
353,11056,18,45.294117647058826,1188,770,72099.0,Big Stars
354,9365,57,37.578947368421055,1277,714,60000.0,Big Need Attention
355,6201,45,74.4,49,372,38643.0,Small Potential
356,2061,61,66.0,99,396,50737.0,Sleeping
357,6184,6,51.714285714285715,1670,724,68462.0,Big Stars
358,6142,65,36.38461538461539,900,473,65073.0,Big Need Attention
359,4107,52,34.5,425,483,46681.0,Small Need Attention
360,7274,87,38.04761904761905,2153,799,78618.0,Big Need Attention
361,9336,38,14.38888888888889,636,259,62187.0,Small Stars
362,2958,53,40.714285714285715,57,285,28442.0,Small Need Attention
364,5837,67,47.2,494,708,51479.0,Small Need Attention
365,10704,65,49.23529411764706,693,837,54803.0,Small Need Attention
366,5125,64,22.72,1348,568,79530.0,Big Need Attention
367,4432,82,126.0,51,630,31615.0,Sleeping
368,5955,27,49.93333333333333,1932,749,72025.0,Big Stars
369,2928,63,75.64285714285714,990,1059,52614.0,Sleeping
370,5680,66,57.0,30,228,35684.0,Sleeping
371,10313,69,76.9,254,769,48178.0,Sleeping
372,2557,52,116.0,29,464,29548.0,Sleeping
373,1245,45,39.73684210526316,1371,755,63810.0,Big Stars
374,1519,2,88.66666666666667,73,532,38578.0,Small Potential
375,10703,86,120.0,120,840,46098.0,Sleeping
378,1729,14,36.888888888888886,1377,664,66426.0,Big Stars
382,6878,14,65.81818181818181,324,724,27421.0,Small Potential
383,3310,94,92.88888888888889,211,836,35688.0,Sleeping
384,2724,33,83.66666666666667,19,251,36143.0,Small Potential
385,948,32,114.0,41,570,10245.0,Small Potential
386,6720,11,29.714285714285715,492,416,43795.0,Small Stars
387,6202,78,42.72727272727273,1005,940,63381.0,Big Need Attention
389,9799,57,30.5,1173,488,83664.0,Big Need Attention
390,8318,7,14.736842105263158,1738,280,90300.0,Big Stars
391,5642,0,45.0,222,450,62499.0,Small Stars
392,2669,66,16.333333333333332,1127,245,74293.0,Big Need Attention
393,455,86,66.33333333333333,209,597,51012.0,Sleeping
394,7683,80,14.2,787,284,70777.0,Big Need Attention
395,3428,56,23.652173913043477,1598,544,68682.0,Big Need Attention
396,7414,18,101.5,186,812,43824.0,Small Potential
399,8213,71,116.57142857142857,96,816,14515.0,Sleeping
400,2488,80,103.83333333333333,64,623,31395.0,Sleeping
401,9999,2,36.36363636363637,1040,800,75276.0,Big Stars
402,7617,83,59.75,163,478,42373.0,Sleeping
403,615,29,39.8,343,398,30507.0,Small Stars
404,2552,11,27.333333333333332,446,410,55521.0,Small Stars
405,194,55,22.75,41,91,48006.0,Small Need Attention
407,8890,1,17.272727272727273,272,190,65808.0,Small Stars
408,5049,19,109.6,46,548,30351.0,Small Potential
409,9973,28,48.75,490,780,50437.0,Small Stars
410,7301,76,124.83333333333333,79,749,23616.0,Sleeping
411,10882,50,62.76923076923077,915,816,53858.0,Sleeping
412,7030,1,19.25,1485,616,66465.0,Big Stars
413,7422,90,64.3076923076923,369,836,46923.0,Sleeping
414,3523,83,40.11764705882353,1073,682,75072.0,Big Need Attention
415,7106,73,13.88888888888889,1242,250,75865.0,Big Need Attention
416,6504,24,63.5,78,381,19789.0,Small Potential
417,5067,11,14.75,1378,295,80134.0,Big Stars
418,4216,33,26.08,1474,652,91065.0,Big Stars
419,8581,4,29.1,751,582,49505.0,Small Stars
420,5929,14,36.8,48,184,37401.0,Small Stars
421,3129,30,39.6,45,198,30096.0,Small Stars
422,6528,75,71.33333333333333,10,214,18492.0,Sleeping
423,1361,26,40.6,1435,609,82584.0,Big Stars
424,6932,77,27.363636363636363,2119,602,93027.0,Big Need Attention
426,1340,42,8.692307692307692,1795,226,92910.0,Big Stars
427,8746,28,12.705882352941176,1188,216,75433.0,Big Stars
428,5987,52,49.0,43,245,10404.0,Sleeping
429,3767,1,26.818181818181817,1008,590,61314.0,Big Stars
430,3725,1,30.466666666666665,1688,457,84865.0,Big Stars
431,4324,42,48.0,684,768,42387.0,Small Potential
432,238,76,28.416666666666668,1082,682,67309.0,Big Need Attention
433,6694,27,15.666666666666666,1068,376,75236.0,Big Stars
434,498,28,61.4,57,307,30015.0,Small Potential
436,9699,12,17.5,733,350,67272.0,Small Stars
437,10664,14,34.333333333333336,467,515,51529.0,Small Stars
438,5455,89,67.28571428571429,122,471,32011.0,Sleeping
439,456,96,104.4,36,522,7500.0,Sleeping
441,7495,72,43.875,156,351,56223.0,Small Need Attention
444,2106,99,66.0,34,264,20130.0,Sleeping
446,5954,92,50.22222222222222,192,452,42618.0,Small Need Attention
447,1137,87,21.375,1379,342,81246.0,Big Need Attention
448,2541,7,91.2,48,456,24027.0,Small Potential
449,1142,91,24.928571428571427,428,349,55707.0,Small Need Attention
450,2276,71,30.40909090909091,868,669,57959.0,Big Need Attention
451,2807,24,27.416666666666668,1001,658,56796.0,Big Stars
452,6471,17,69.16666666666667,59,415,36230.0,Small Potential
453,6131,87,49.5,431,693,70829.0,Small Need Attention
454,6233,21,36.666666666666664,971,880,65991.0,Big Stars
455,4148,90,69.83333333333333,348,838,38988.0,Sleeping
456,4947,44,35.30434782608695,2059,812,89572.0,Big Stars
457,3225,71,70.1,265,701,42207.0,Sleeping
458,7540,52,17.727272727272727,270,195,50300.0,Small Need Attention
459,10648,78,44.55555555555556,1289,802,66664.0,Big Need Attention
460,1992,2,28.25,893,339,60597.0,Small Stars
461,7851,60,20.952380952380953,926,440,70165.0,Big Need Attention
462,8594,25,44.57142857142857,135,312,50520.0,Small Stars
463,7059,47,9.055555555555555,1495,163,80124.0,Big Stars
464,2815,46,40.714285714285715,120,285,33183.0,Small Stars
465,2416,83,14.631578947368421,1288,278,66582.0,Big Need Attention
466,7999,17,37.0,1743,592,75261.0,Big Stars
468,9697,86,10.941176470588236,542,186,53790.0,Small Need Attention
469,3916,92,38.31818181818182,890,843,49269.0,Big Need Attention
470,2021,47,21.344827586206897,1388,619,61456.0,Big Stars
472,564,81,42.26086956521739,906,972,56937.0,Big Need Attention
474,9081,58,50.5,25,202,20518.0,Sleeping
475,178,40,29.818181818181817,973,656,62503.0,Big Stars
476,916,67,23.0,31,92,41644.0,Small Need Attention
477,5512,19,12.3125,518,197,55842.0,Small Stars
478,8970,93,51.6,530,774,62010.0,Small Need Attention
479,10581,41,54.714285714285715,506,766,41124.0,Small Potential
480,5300,60,68.2,70,341,38961.0,Sleeping
481,5154,54,78.6,54,393,37760.0,Sleeping
482,8346,26,83.9,296,839,32233.0,Small Potential
483,1676,30,36.54545454545455,266,402,43057.0,Small Stars
484,9286,93,43.72222222222222,747,787,83151.0,Small Need Attention
485,2426,35,29.035714285714285,895,813,78825.0,Big Stars
486,5172,4,25.8,1053,387,65104.0,Big Stars
487,5562,92,27.789473684210527,735,528,60093.0,Small Need Attention
488,3436,24,78.5,20,314,14045.0,Small Potential
489,3921,96,85.44444444444444,205,769,28457.0,Sleeping
490,3403,11,42.26315789473684,2092,803,78952.0,Big Stars
491,22,99,83.25,309,999,46310.0,Sleeping
492,10965,72,31.047619047619047,1722,652,76005.0,Big Need Attention
493,9426,77,33.63636363636363,900,370,58308.0,Big Need Attention
494,6605,85,19.68421052631579,682,374,55614.0,Small Need Attention
495,3136,88,31.68421052631579,663,602,59432.0,Small Need Attention
496,8737,22,43.2,43,216,55563.0,Small Stars
497,11088,83,34.94117647058823,1816,594,78642.0,Big Need Attention
498,716,63,8.25,976,198,67911.0,Big Need Attention
499,466,9,32.1,746,642,65275.0,Small Stars
501,10623,2,96.5,32,386,48330.0,Small Potential
502,8151,6,88.375,263,707,24279.0,Small Potential
503,5140,66,43.89473684210526,1445,834,64355.0,Big Need Attention
505,4945,29,33.76923076923077,1210,878,53653.0,Big Stars
506,10584,77,28.782608695652176,945,662,65665.0,Big Need Attention
507,6071,77,24.047619047619047,1157,505,81217.0,Big Need Attention
508,3386,71,76.14285714285714,137,533,34935.0,Sleeping
509,8939,49,37.89473684210526,730,720,61250.0,Big Stars
510,9925,97,62.22222222222222,216,560,39665.0,Sleeping
511,4320,6,28.09090909090909,943,618,60152.0,Big Stars
512,5389,93,31.692307692307693,347,412,48920.0,Small Need Attention
513,6036,78,14.666666666666666,1924,264,89120.0,Big Need Attention
514,182,62,30.46153846153846,397,396,44124.0,Small Need Attention
515,203,47,28.61904761904762,2089,601,81169.0,Big Stars
516,11025,9,92.0,138,644,36443.0,Small Potential
518,4607,24,29.375,777,470,71367.0,Small Stars
519,3711,19,17.736842105263158,1902,337,80184.0,Big Stars
520,3696,67,62.6,52,313,30630.0,Sleeping
521,2532,95,28.083333333333332,1651,337,73454.0,Big Need Attention
522,9214,48,39.75,358,477,42691.0,Small Need Attention
523,4943,73,53.13333333333333,1727,797,70503.0,Big Need Attention
524,35,35,121.28571428571429,210,849,25545.0,Small Potential
526,4322,20,19.68421052631579,1291,374,77863.0,Big Stars
527,713,72,8.714285714285714,442,122,50353.0,Small Need Attention
528,4702,20,45.5,1895,728,61839.0,Big Stars
529,3281,69,48.84615384615385,411,635,49154.0,Small Need Attention
530,702,80,43.93333333333333,521,659,47682.0,Small Need Attention
531,2004,65,27.75,1168,444,72679.0,Big Need Attention
532,4769,52,10.6875,493,171,57954.0,Small Need Attention
533,4437,65,59.1,260,591,65316.0,Sleeping
534,8724,57,107.4,46,537,28567.0,Sleeping
535,10741,70,33.083333333333336,319,397,47352.0,Small Need Attention
536,1991,0,53.666666666666664,96,322,44931.0,Small Stars
537,6931,19,19.6,1062,294,76982.0,Big Stars
538,11096,50,48.5,232,485,57247.0,Small Potential
539,304,67,58.0,76,348,22944.0,Sleeping
540,3665,46,85.5,54,513,25315.0,Small Potential
541,10591,37,101.22222222222223,201,911,43638.0,Small Potential
542,5036,38,61.5,406,738,42710.0,Small Potential
543,5547,9,27.157894736842106,1919,516,84169.0,Big Stars
544,7822,56,33.833333333333336,662,609,54058.0,Small Need Attention
545,8541,98,20.833333333333332,41,125,24683.0,Small Need Attention
546,10955,68,12.153846153846153,1600,158,85620.0,Big Need Attention
547,4368,72,90.57142857142857,134,634,47850.0,Sleeping
548,9671,47,52.333333333333336,69,314,19514.0,Small Potential
549,2256,33,63.0,21,252,27159.0,Small Potential
550,4279,87,50.0,54,250,39548.0,Small Need Attention
